100;0.016667;0;0;0;0;0;0;-60;True
100;0.016667;0;0;0;0;0;0;-60;True
100;0.016667;0;0;0;0;0;0;-60;True
100;0.016667;0;0;0;0;0;0;-60;True
100;0.016667;0;0;0;0;0;0;-60;True
100;0.016667;0;0;0;0;0;0;-60;True
100;0.016667;0;0;0;0;0;0;-60;True
100;0.016667;0;0;0;0;0;0;-60;True
100;0.016667;0;0;0;0;0;0;-60;True
100;0.016667;0;0;0;0;0;0;-60;True
100;0.016667;0;0;0;0;0;0;-60;True
100;0.016667;0;0;0;0;0;0;-60;True
100;0.016667;0;0;0;0;0;0;-60;True
100;0.016667;0;0;0;0;0;0;-60;True
100;0.016667;0;0;0;0;0;0;-60;True
100;0.016667;0;0;0;0;0;0;-60;True
200;0.016667;0;0;0;0;0;0;-60;True
100;0.016667;0;0;0;0;0;0;-60;True
100;0.016667;0;0;0;0;0;0;-60;True
